,drought_characteristic,income_distribution,income_elasticity,fee_passthrough,reservoir_capacity,pay_back_period,discount_rate,mitigation_decision,build_decision
3929,baseline.csv,high_income,0.7,zero_threshold,1400,40,1.5,build,desal
3930,baseline.csv,high_income,0.7,zero_threshold,1400,40,3.0,baseline,none
3932,baseline.csv,high_income,0.7,zero_threshold,1400,40,3.0,improved,none
3935,baseline.csv,high_income,0.7,zero_threshold,1400,40,3.0,build,desal
3941,baseline.csv,high_income,0.7,zero_threshold,1400,40,4.5,build,desal
3947,baseline.csv,high_income,0.7,zero_threshold,2800,20,1.5,build,desal
3948,baseline.csv,high_income,0.7,zero_threshold,2800,20,3.0,baseline,none
3950,baseline.csv,high_income,0.7,zero_threshold,2800,20,3.0,improved,none
3953,baseline.csv,high_income,0.7,zero_threshold,2800,20,3.0,build,desal
3959,baseline.csv,high_income,0.7,zero_threshold,2800,20,4.5,build,desal
3965,baseline.csv,high_income,0.7,zero_threshold,2800,30,1.5,build,desal
3966,baseline.csv,high_income,0.7,zero_threshold,2800,30,3.0,baseline,none
3968,baseline.csv,high_income,0.7,zero_threshold,2800,30,3.0,improved,none
3971,baseline.csv,high_income,0.7,zero_threshold,2800,30,3.0,build,desal
3977,baseline.csv,high_income,0.7,zero_threshold,2800,30,4.5,build,desal
3983,baseline.csv,high_income,0.7,zero_threshold,2800,40,1.5,build,desal
3984,baseline.csv,high_income,0.7,zero_threshold,2800,40,3.0,baseline,none
3986,baseline.csv,high_income,0.7,zero_threshold,2800,40,3.0,improved,none
3989,baseline.csv,high_income,0.7,zero_threshold,2800,40,3.0,build,desal
3995,baseline.csv,high_income,0.7,zero_threshold,2800,40,4.5,build,desal
4001,baseline.csv,high_income,0.7,zero_threshold,5600,20,1.5,build,desal
4002,baseline.csv,high_income,0.7,zero_threshold,5600,20,3.0,baseline,none
4004,baseline.csv,high_income,0.7,zero_threshold,5600,20,3.0,improved,none
4007,baseline.csv,high_income,0.7,zero_threshold,5600,20,3.0,build,desal
4013,baseline.csv,high_income,0.7,zero_threshold,5600,20,4.5,build,desal
4019,baseline.csv,high_income,0.7,zero_threshold,5600,30,1.5,build,desal
4020,baseline.csv,high_income,0.7,zero_threshold,5600,30,3.0,baseline,none
4022,baseline.csv,high_income,0.7,zero_threshold,5600,30,3.0,improved,none
4025,baseline.csv,high_income,0.7,zero_threshold,5600,30,3.0,build,desal
4031,baseline.csv,high_income,0.7,zero_threshold,5600,30,4.5,build,desal
4037,baseline.csv,high_income,0.7,zero_threshold,5600,40,1.5,build,desal
4038,baseline.csv,high_income,0.7,zero_threshold,5600,40,3.0,baseline,none
4040,baseline.csv,high_income,0.7,zero_threshold,5600,40,3.0,improved,none
4043,baseline.csv,high_income,0.7,zero_threshold,5600,40,3.0,build,desal
4049,baseline.csv,high_income,0.7,zero_threshold,5600,40,4.5,build,desal
4055,baseline.csv,high_income,0.7,high_threshold,1400,20,1.5,build,desal
4056,baseline.csv,high_income,0.7,high_threshold,1400,20,3.0,baseline,none
4058,baseline.csv,high_income,0.7,high_threshold,1400,20,3.0,improved,none
4061,baseline.csv,high_income,0.7,high_threshold,1400,20,3.0,build,desal
4067,baseline.csv,high_income,0.7,high_threshold,1400,20,4.5,build,desal
4073,baseline.csv,high_income,0.7,high_threshold,1400,30,1.5,build,desal
4074,baseline.csv,high_income,0.7,high_threshold,1400,30,3.0,baseline,none
4076,baseline.csv,high_income,0.7,high_threshold,1400,30,3.0,improved,none
4079,baseline.csv,high_income,0.7,high_threshold,1400,30,3.0,build,desal
4085,baseline.csv,high_income,0.7,high_threshold,1400,30,4.5,build,desal
4091,baseline.csv,high_income,0.7,high_threshold,1400,40,1.5,build,desal
4092,baseline.csv,high_income,0.7,high_threshold,1400,40,3.0,baseline,none
4094,baseline.csv,high_income,0.7,high_threshold,1400,40,3.0,improved,none
4097,baseline.csv,high_income,0.7,high_threshold,1400,40,3.0,build,desal
4103,baseline.csv,high_income,0.7,high_threshold,1400,40,4.5,build,desal
4109,baseline.csv,high_income,0.7,high_threshold,2800,20,1.5,build,desal
4110,baseline.csv,high_income,0.7,high_threshold,2800,20,3.0,baseline,none
4112,baseline.csv,high_income,0.7,high_threshold,2800,20,3.0,improved,none
4115,baseline.csv,high_income,0.7,high_threshold,2800,20,3.0,build,desal
4121,baseline.csv,high_income,0.7,high_threshold,2800,20,4.5,build,desal
4127,baseline.csv,high_income,0.7,high_threshold,2800,30,1.5,build,desal
4128,baseline.csv,high_income,0.7,high_threshold,2800,30,3.0,baseline,none
4130,baseline.csv,high_income,0.7,high_threshold,2800,30,3.0,improved,none
4133,baseline.csv,high_income,0.7,high_threshold,2800,30,3.0,build,desal
4139,baseline.csv,high_income,0.7,high_threshold,2800,30,4.5,build,desal
4145,baseline.csv,high_income,0.7,high_threshold,2800,40,1.5,build,desal
4146,baseline.csv,high_income,0.7,high_threshold,2800,40,3.0,baseline,none
4148,baseline.csv,high_income,0.7,high_threshold,2800,40,3.0,improved,none
4151,baseline.csv,high_income,0.7,high_threshold,2800,40,3.0,build,desal
4157,baseline.csv,high_income,0.7,high_threshold,2800,40,4.5,build,desal
4163,baseline.csv,high_income,0.7,high_threshold,5600,20,1.5,build,desal
4164,baseline.csv,high_income,0.7,high_threshold,5600,20,3.0,baseline,none
4166,baseline.csv,high_income,0.7,high_threshold,5600,20,3.0,improved,none
4169,baseline.csv,high_income,0.7,high_threshold,5600,20,3.0,build,desal
4175,baseline.csv,high_income,0.7,high_threshold,5600,20,4.5,build,desal
4181,baseline.csv,high_income,0.7,high_threshold,5600,30,1.5,build,desal
4182,baseline.csv,high_income,0.7,high_threshold,5600,30,3.0,baseline,none
4184,baseline.csv,high_income,0.7,high_threshold,5600,30,3.0,improved,none
4187,baseline.csv,high_income,0.7,high_threshold,5600,30,3.0,build,desal
4193,baseline.csv,high_income,0.7,high_threshold,5600,30,4.5,build,desal
4199,baseline.csv,high_income,0.7,high_threshold,5600,40,1.5,build,desal
4200,baseline.csv,high_income,0.7,high_threshold,5600,40,3.0,baseline,none
4202,baseline.csv,high_income,0.7,high_threshold,5600,40,3.0,improved,none
4205,baseline.csv,high_income,0.7,high_threshold,5600,40,3.0,build,desal
4211,baseline.csv,high_income,0.7,high_threshold,5600,40,4.5,build,desal
4217,baseline.csv,high_income,0.7,income_threshold,1400,20,1.5,build,desal
4218,baseline.csv,high_income,0.7,income_threshold,1400,20,3.0,baseline,none
4220,baseline.csv,high_income,0.7,income_threshold,1400,20,3.0,improved,none
4223,baseline.csv,high_income,0.7,income_threshold,1400,20,3.0,build,desal
4229,baseline.csv,high_income,0.7,income_threshold,1400,20,4.5,build,desal
4235,baseline.csv,high_income,0.7,income_threshold,1400,30,1.5,build,desal
4236,baseline.csv,high_income,0.7,income_threshold,1400,30,3.0,baseline,none
4238,baseline.csv,high_income,0.7,income_threshold,1400,30,3.0,improved,none
4241,baseline.csv,high_income,0.7,income_threshold,1400,30,3.0,build,desal
4247,baseline.csv,high_income,0.7,income_threshold,1400,30,4.5,build,desal
4253,baseline.csv,high_income,0.7,income_threshold,1400,40,1.5,build,desal
4254,baseline.csv,high_income,0.7,income_threshold,1400,40,3.0,baseline,none
4256,baseline.csv,high_income,0.7,income_threshold,1400,40,3.0,improved,none
4259,baseline.csv,high_income,0.7,income_threshold,1400,40,3.0,build,desal
4265,baseline.csv,high_income,0.7,income_threshold,1400,40,4.5,build,desal
4271,baseline.csv,high_income,0.7,income_threshold,2800,20,1.5,build,desal
4272,baseline.csv,high_income,0.7,income_threshold,2800,20,3.0,baseline,none
4274,baseline.csv,high_income,0.7,income_threshold,2800,20,3.0,improved,none
4277,baseline.csv,high_income,0.7,income_threshold,2800,20,3.0,build,desal
4283,baseline.csv,high_income,0.7,income_threshold,2800,20,4.5,build,desal
4289,baseline.csv,high_income,0.7,income_threshold,2800,30,1.5,build,desal
4290,baseline.csv,high_income,0.7,income_threshold,2800,30,3.0,baseline,none
4292,baseline.csv,high_income,0.7,income_threshold,2800,30,3.0,improved,none
4295,baseline.csv,high_income,0.7,income_threshold,2800,30,3.0,build,desal
4301,baseline.csv,high_income,0.7,income_threshold,2800,30,4.5,build,desal
4307,baseline.csv,high_income,0.7,income_threshold,2800,40,1.5,build,desal
4308,baseline.csv,high_income,0.7,income_threshold,2800,40,3.0,baseline,none
4310,baseline.csv,high_income,0.7,income_threshold,2800,40,3.0,improved,none
4313,baseline.csv,high_income,0.7,income_threshold,2800,40,3.0,build,desal
4319,baseline.csv,high_income,0.7,income_threshold,2800,40,4.5,build,desal
4325,baseline.csv,high_income,0.7,income_threshold,5600,20,1.5,build,desal
4326,baseline.csv,high_income,0.7,income_threshold,5600,20,3.0,baseline,none
4328,baseline.csv,high_income,0.7,income_threshold,5600,20,3.0,improved,none
4331,baseline.csv,high_income,0.7,income_threshold,5600,20,3.0,build,desal
4337,baseline.csv,high_income,0.7,income_threshold,5600,20,4.5,build,desal
4343,baseline.csv,high_income,0.7,income_threshold,5600,30,1.5,build,desal
4344,baseline.csv,high_income,0.7,income_threshold,5600,30,3.0,baseline,none
4346,baseline.csv,high_income,0.7,income_threshold,5600,30,3.0,improved,none
4349,baseline.csv,high_income,0.7,income_threshold,5600,30,3.0,build,desal
4355,baseline.csv,high_income,0.7,income_threshold,5600,30,4.5,build,desal
4361,baseline.csv,high_income,0.7,income_threshold,5600,40,1.5,build,desal
4362,baseline.csv,high_income,0.7,income_threshold,5600,40,3.0,baseline,none
4364,baseline.csv,high_income,0.7,income_threshold,5600,40,3.0,improved,none
4367,baseline.csv,high_income,0.7,income_threshold,5600,40,3.0,build,desal
4373,baseline.csv,high_income,0.7,income_threshold,5600,40,4.5,build,desal
4379,baseline.csv,inequality,0.1,zero_threshold,1400,20,1.5,build,desal
4380,baseline.csv,inequality,0.1,zero_threshold,1400,20,3.0,baseline,none
4382,baseline.csv,inequality,0.1,zero_threshold,1400,20,3.0,improved,none
4385,baseline.csv,inequality,0.1,zero_threshold,1400,20,3.0,build,desal
4391,baseline.csv,inequality,0.1,zero_threshold,1400,20,4.5,build,desal
4397,baseline.csv,inequality,0.1,zero_threshold,1400,30,1.5,build,desal
4398,baseline.csv,inequality,0.1,zero_threshold,1400,30,3.0,baseline,none
4400,baseline.csv,inequality,0.1,zero_threshold,1400,30,3.0,improved,none
4403,baseline.csv,inequality,0.1,zero_threshold,1400,30,3.0,build,desal
4409,baseline.csv,inequality,0.1,zero_threshold,1400,30,4.5,build,desal
4415,baseline.csv,inequality,0.1,zero_threshold,1400,40,1.5,build,desal
4416,baseline.csv,inequality,0.1,zero_threshold,1400,40,3.0,baseline,none
4418,baseline.csv,inequality,0.1,zero_threshold,1400,40,3.0,improved,none
4421,baseline.csv,inequality,0.1,zero_threshold,1400,40,3.0,build,desal
4427,baseline.csv,inequality,0.1,zero_threshold,1400,40,4.5,build,desal
4433,baseline.csv,inequality,0.1,zero_threshold,2800,20,1.5,build,desal
4434,baseline.csv,inequality,0.1,zero_threshold,2800,20,3.0,baseline,none
4436,baseline.csv,inequality,0.1,zero_threshold,2800,20,3.0,improved,none
4439,baseline.csv,inequality,0.1,zero_threshold,2800,20,3.0,build,desal
4445,baseline.csv,inequality,0.1,zero_threshold,2800,20,4.5,build,desal
4451,baseline.csv,inequality,0.1,zero_threshold,2800,30,1.5,build,desal
4452,baseline.csv,inequality,0.1,zero_threshold,2800,30,3.0,baseline,none
4454,baseline.csv,inequality,0.1,zero_threshold,2800,30,3.0,improved,none
4457,baseline.csv,inequality,0.1,zero_threshold,2800,30,3.0,build,desal
4463,baseline.csv,inequality,0.1,zero_threshold,2800,30,4.5,build,desal
4469,baseline.csv,inequality,0.1,zero_threshold,2800,40,1.5,build,desal
4470,baseline.csv,inequality,0.1,zero_threshold,2800,40,3.0,baseline,none
4472,baseline.csv,inequality,0.1,zero_threshold,2800,40,3.0,improved,none
4475,baseline.csv,inequality,0.1,zero_threshold,2800,40,3.0,build,desal
4481,baseline.csv,inequality,0.1,zero_threshold,2800,40,4.5,build,desal
4487,baseline.csv,inequality,0.1,zero_threshold,5600,20,1.5,build,desal
4488,baseline.csv,inequality,0.1,zero_threshold,5600,20,3.0,baseline,none
4490,baseline.csv,inequality,0.1,zero_threshold,5600,20,3.0,improved,none
4493,baseline.csv,inequality,0.1,zero_threshold,5600,20,3.0,build,desal
4499,baseline.csv,inequality,0.1,zero_threshold,5600,20,4.5,build,desal
4505,baseline.csv,inequality,0.1,zero_threshold,5600,30,1.5,build,desal
4506,baseline.csv,inequality,0.1,zero_threshold,5600,30,3.0,baseline,none
4508,baseline.csv,inequality,0.1,zero_threshold,5600,30,3.0,improved,none
4511,baseline.csv,inequality,0.1,zero_threshold,5600,30,3.0,build,desal
4517,baseline.csv,inequality,0.1,zero_threshold,5600,30,4.5,build,desal
4523,baseline.csv,inequality,0.1,zero_threshold,5600,40,1.5,build,desal
4524,baseline.csv,inequality,0.1,zero_threshold,5600,40,3.0,baseline,none
4526,baseline.csv,inequality,0.1,zero_threshold,5600,40,3.0,improved,none
4529,baseline.csv,inequality,0.1,zero_threshold,5600,40,3.0,build,desal
4535,baseline.csv,inequality,0.1,zero_threshold,5600,40,4.5,build,desal
4541,baseline.csv,inequality,0.1,high_threshold,1400,20,1.5,build,desal
4542,baseline.csv,inequality,0.1,high_threshold,1400,20,3.0,baseline,none
4544,baseline.csv,inequality,0.1,high_threshold,1400,20,3.0,improved,none
4547,baseline.csv,inequality,0.1,high_threshold,1400,20,3.0,build,desal
4553,baseline.csv,inequality,0.1,high_threshold,1400,20,4.5,build,desal
4559,baseline.csv,inequality,0.1,high_threshold,1400,30,1.5,build,desal
4560,baseline.csv,inequality,0.1,high_threshold,1400,30,3.0,baseline,none
4562,baseline.csv,inequality,0.1,high_threshold,1400,30,3.0,improved,none
4565,baseline.csv,inequality,0.1,high_threshold,1400,30,3.0,build,desal
4571,baseline.csv,inequality,0.1,high_threshold,1400,30,4.5,build,desal
4577,baseline.csv,inequality,0.1,high_threshold,1400,40,1.5,build,desal
4578,baseline.csv,inequality,0.1,high_threshold,1400,40,3.0,baseline,none
4580,baseline.csv,inequality,0.1,high_threshold,1400,40,3.0,improved,none
4583,baseline.csv,inequality,0.1,high_threshold,1400,40,3.0,build,desal
4589,baseline.csv,inequality,0.1,high_threshold,1400,40,4.5,build,desal
4595,baseline.csv,inequality,0.1,high_threshold,2800,20,1.5,build,desal
4596,baseline.csv,inequality,0.1,high_threshold,2800,20,3.0,baseline,none
4598,baseline.csv,inequality,0.1,high_threshold,2800,20,3.0,improved,none
4601,baseline.csv,inequality,0.1,high_threshold,2800,20,3.0,build,desal
4607,baseline.csv,inequality,0.1,high_threshold,2800,20,4.5,build,desal
4613,baseline.csv,inequality,0.1,high_threshold,2800,30,1.5,build,desal
4614,baseline.csv,inequality,0.1,high_threshold,2800,30,3.0,baseline,none
4616,baseline.csv,inequality,0.1,high_threshold,2800,30,3.0,improved,none
4619,baseline.csv,inequality,0.1,high_threshold,2800,30,3.0,build,desal
4625,baseline.csv,inequality,0.1,high_threshold,2800,30,4.5,build,desal
4631,baseline.csv,inequality,0.1,high_threshold,2800,40,1.5,build,desal
4632,baseline.csv,inequality,0.1,high_threshold,2800,40,3.0,baseline,none
4634,baseline.csv,inequality,0.1,high_threshold,2800,40,3.0,improved,none
4637,baseline.csv,inequality,0.1,high_threshold,2800,40,3.0,build,desal
4643,baseline.csv,inequality,0.1,high_threshold,2800,40,4.5,build,desal
4649,baseline.csv,inequality,0.1,high_threshold,5600,20,1.5,build,desal
4650,baseline.csv,inequality,0.1,high_threshold,5600,20,3.0,baseline,none
4652,baseline.csv,inequality,0.1,high_threshold,5600,20,3.0,improved,none
4655,baseline.csv,inequality,0.1,high_threshold,5600,20,3.0,build,desal
4661,baseline.csv,inequality,0.1,high_threshold,5600,20,4.5,build,desal
4667,baseline.csv,inequality,0.1,high_threshold,5600,30,1.5,build,desal
4668,baseline.csv,inequality,0.1,high_threshold,5600,30,3.0,baseline,none
4670,baseline.csv,inequality,0.1,high_threshold,5600,30,3.0,improved,none
4673,baseline.csv,inequality,0.1,high_threshold,5600,30,3.0,build,desal
4679,baseline.csv,inequality,0.1,high_threshold,5600,30,4.5,build,desal
4685,baseline.csv,inequality,0.1,high_threshold,5600,40,1.5,build,desal
4686,baseline.csv,inequality,0.1,high_threshold,5600,40,3.0,baseline,none
4688,baseline.csv,inequality,0.1,high_threshold,5600,40,3.0,improved,none
4691,baseline.csv,inequality,0.1,high_threshold,5600,40,3.0,build,desal
4697,baseline.csv,inequality,0.1,high_threshold,5600,40,4.5,build,desal
4703,baseline.csv,inequality,0.1,income_threshold,1400,20,1.5,build,desal
4704,baseline.csv,inequality,0.1,income_threshold,1400,20,3.0,baseline,none
4706,baseline.csv,inequality,0.1,income_threshold,1400,20,3.0,improved,none
4709,baseline.csv,inequality,0.1,income_threshold,1400,20,3.0,build,desal
4715,baseline.csv,inequality,0.1,income_threshold,1400,20,4.5,build,desal
4721,baseline.csv,inequality,0.1,income_threshold,1400,30,1.5,build,desal
4722,baseline.csv,inequality,0.1,income_threshold,1400,30,3.0,baseline,none
4724,baseline.csv,inequality,0.1,income_threshold,1400,30,3.0,improved,none
4727,baseline.csv,inequality,0.1,income_threshold,1400,30,3.0,build,desal
4733,baseline.csv,inequality,0.1,income_threshold,1400,30,4.5,build,desal
4739,baseline.csv,inequality,0.1,income_threshold,1400,40,1.5,build,desal
4740,baseline.csv,inequality,0.1,income_threshold,1400,40,3.0,baseline,none
4742,baseline.csv,inequality,0.1,income_threshold,1400,40,3.0,improved,none
4745,baseline.csv,inequality,0.1,income_threshold,1400,40,3.0,build,desal
4751,baseline.csv,inequality,0.1,income_threshold,1400,40,4.5,build,desal
4757,baseline.csv,inequality,0.1,income_threshold,2800,20,1.5,build,desal
4758,baseline.csv,inequality,0.1,income_threshold,2800,20,3.0,baseline,none
4760,baseline.csv,inequality,0.1,income_threshold,2800,20,3.0,improved,none
4763,baseline.csv,inequality,0.1,income_threshold,2800,20,3.0,build,desal
4769,baseline.csv,inequality,0.1,income_threshold,2800,20,4.5,build,desal
4775,baseline.csv,inequality,0.1,income_threshold,2800,30,1.5,build,desal
4776,baseline.csv,inequality,0.1,income_threshold,2800,30,3.0,baseline,none
4778,baseline.csv,inequality,0.1,income_threshold,2800,30,3.0,improved,none
4781,baseline.csv,inequality,0.1,income_threshold,2800,30,3.0,build,desal
4787,baseline.csv,inequality,0.1,income_threshold,2800,30,4.5,build,desal
4793,baseline.csv,inequality,0.1,income_threshold,2800,40,1.5,build,desal
4794,baseline.csv,inequality,0.1,income_threshold,2800,40,3.0,baseline,none
4796,baseline.csv,inequality,0.1,income_threshold,2800,40,3.0,improved,none
4799,baseline.csv,inequality,0.1,income_threshold,2800,40,3.0,build,desal
4805,baseline.csv,inequality,0.1,income_threshold,2800,40,4.5,build,desal
4811,baseline.csv,inequality,0.1,income_threshold,5600,20,1.5,build,desal
4812,baseline.csv,inequality,0.1,income_threshold,5600,20,3.0,baseline,none
4814,baseline.csv,inequality,0.1,income_threshold,5600,20,3.0,improved,none
4817,baseline.csv,inequality,0.1,income_threshold,5600,20,3.0,build,desal
4823,baseline.csv,inequality,0.1,income_threshold,5600,20,4.5,build,desal
4829,baseline.csv,inequality,0.1,income_threshold,5600,30,1.5,build,desal
4830,baseline.csv,inequality,0.1,income_threshold,5600,30,3.0,baseline,none
4832,baseline.csv,inequality,0.1,income_threshold,5600,30,3.0,improved,none
4835,baseline.csv,inequality,0.1,income_threshold,5600,30,3.0,build,desal
4841,baseline.csv,inequality,0.1,income_threshold,5600,30,4.5,build,desal
4847,baseline.csv,inequality,0.1,income_threshold,5600,40,1.5,build,desal
4848,baseline.csv,inequality,0.1,income_threshold,5600,40,3.0,baseline,none
4850,baseline.csv,inequality,0.1,income_threshold,5600,40,3.0,improved,none
4853,baseline.csv,inequality,0.1,income_threshold,5600,40,3.0,build,desal
4859,baseline.csv,inequality,0.1,income_threshold,5600,40,4.5,build,desal
4865,baseline.csv,inequality,0.41,zero_threshold,1400,20,1.5,build,desal
4866,baseline.csv,inequality,0.41,zero_threshold,1400,20,3.0,baseline,none
4868,baseline.csv,inequality,0.41,zero_threshold,1400,20,3.0,improved,none
4871,baseline.csv,inequality,0.41,zero_threshold,1400,20,3.0,build,desal
4877,baseline.csv,inequality,0.41,zero_threshold,1400,20,4.5,build,desal
4883,baseline.csv,inequality,0.41,zero_threshold,1400,30,1.5,build,desal
4884,baseline.csv,inequality,0.41,zero_threshold,1400,30,3.0,baseline,none
4886,baseline.csv,inequality,0.41,zero_threshold,1400,30,3.0,improved,none
4889,baseline.csv,inequality,0.41,zero_threshold,1400,30,3.0,build,desal
4895,baseline.csv,inequality,0.41,zero_threshold,1400,30,4.5,build,desal
4901,baseline.csv,inequality,0.41,zero_threshold,1400,40,1.5,build,desal
4902,baseline.csv,inequality,0.41,zero_threshold,1400,40,3.0,baseline,none
4904,baseline.csv,inequality,0.41,zero_threshold,1400,40,3.0,improved,none
4907,baseline.csv,inequality,0.41,zero_threshold,1400,40,3.0,build,desal
4913,baseline.csv,inequality,0.41,zero_threshold,1400,40,4.5,build,desal
4919,baseline.csv,inequality,0.41,zero_threshold,2800,20,1.5,build,desal
4920,baseline.csv,inequality,0.41,zero_threshold,2800,20,3.0,baseline,none
4922,baseline.csv,inequality,0.41,zero_threshold,2800,20,3.0,improved,none
4925,baseline.csv,inequality,0.41,zero_threshold,2800,20,3.0,build,desal
4931,baseline.csv,inequality,0.41,zero_threshold,2800,20,4.5,build,desal
4937,baseline.csv,inequality,0.41,zero_threshold,2800,30,1.5,build,desal
4938,baseline.csv,inequality,0.41,zero_threshold,2800,30,3.0,baseline,none
4940,baseline.csv,inequality,0.41,zero_threshold,2800,30,3.0,improved,none
4943,baseline.csv,inequality,0.41,zero_threshold,2800,30,3.0,build,desal
4949,baseline.csv,inequality,0.41,zero_threshold,2800,30,4.5,build,desal
4955,baseline.csv,inequality,0.41,zero_threshold,2800,40,1.5,build,desal
4956,baseline.csv,inequality,0.41,zero_threshold,2800,40,3.0,baseline,none
4958,baseline.csv,inequality,0.41,zero_threshold,2800,40,3.0,improved,none
4961,baseline.csv,inequality,0.41,zero_threshold,2800,40,3.0,build,desal
4967,baseline.csv,inequality,0.41,zero_threshold,2800,40,4.5,build,desal
4973,baseline.csv,inequality,0.41,zero_threshold,5600,20,1.5,build,desal
4974,baseline.csv,inequality,0.41,zero_threshold,5600,20,3.0,baseline,none
4976,baseline.csv,inequality,0.41,zero_threshold,5600,20,3.0,improved,none
4979,baseline.csv,inequality,0.41,zero_threshold,5600,20,3.0,build,desal
4985,baseline.csv,inequality,0.41,zero_threshold,5600,20,4.5,build,desal
4991,baseline.csv,inequality,0.41,zero_threshold,5600,30,1.5,build,desal
4992,baseline.csv,inequality,0.41,zero_threshold,5600,30,3.0,baseline,none
4994,baseline.csv,inequality,0.41,zero_threshold,5600,30,3.0,improved,none
4997,baseline.csv,inequality,0.41,zero_threshold,5600,30,3.0,build,desal
5003,baseline.csv,inequality,0.41,zero_threshold,5600,30,4.5,build,desal
5009,baseline.csv,inequality,0.41,zero_threshold,5600,40,1.5,build,desal
5010,baseline.csv,inequality,0.41,zero_threshold,5600,40,3.0,baseline,none
5012,baseline.csv,inequality,0.41,zero_threshold,5600,40,3.0,improved,none
5015,baseline.csv,inequality,0.41,zero_threshold,5600,40,3.0,build,desal
5021,baseline.csv,inequality,0.41,zero_threshold,5600,40,4.5,build,desal
5027,baseline.csv,inequality,0.41,high_threshold,1400,20,1.5,build,desal
5028,baseline.csv,inequality,0.41,high_threshold,1400,20,3.0,baseline,none
5030,baseline.csv,inequality,0.41,high_threshold,1400,20,3.0,improved,none
5033,baseline.csv,inequality,0.41,high_threshold,1400,20,3.0,build,desal
5039,baseline.csv,inequality,0.41,high_threshold,1400,20,4.5,build,desal
5045,baseline.csv,inequality,0.41,high_threshold,1400,30,1.5,build,desal
5046,baseline.csv,inequality,0.41,high_threshold,1400,30,3.0,baseline,none
5048,baseline.csv,inequality,0.41,high_threshold,1400,30,3.0,improved,none
5051,baseline.csv,inequality,0.41,high_threshold,1400,30,3.0,build,desal
5057,baseline.csv,inequality,0.41,high_threshold,1400,30,4.5,build,desal
5063,baseline.csv,inequality,0.41,high_threshold,1400,40,1.5,build,desal
5064,baseline.csv,inequality,0.41,high_threshold,1400,40,3.0,baseline,none
5066,baseline.csv,inequality,0.41,high_threshold,1400,40,3.0,improved,none
5069,baseline.csv,inequality,0.41,high_threshold,1400,40,3.0,build,desal
5075,baseline.csv,inequality,0.41,high_threshold,1400,40,4.5,build,desal
5081,baseline.csv,inequality,0.41,high_threshold,2800,20,1.5,build,desal
5082,baseline.csv,inequality,0.41,high_threshold,2800,20,3.0,baseline,none
5084,baseline.csv,inequality,0.41,high_threshold,2800,20,3.0,improved,none
5087,baseline.csv,inequality,0.41,high_threshold,2800,20,3.0,build,desal
5093,baseline.csv,inequality,0.41,high_threshold,2800,20,4.5,build,desal
5099,baseline.csv,inequality,0.41,high_threshold,2800,30,1.5,build,desal
5100,baseline.csv,inequality,0.41,high_threshold,2800,30,3.0,baseline,none
5102,baseline.csv,inequality,0.41,high_threshold,2800,30,3.0,improved,none
5105,baseline.csv,inequality,0.41,high_threshold,2800,30,3.0,build,desal
5111,baseline.csv,inequality,0.41,high_threshold,2800,30,4.5,build,desal
5117,baseline.csv,inequality,0.41,high_threshold,2800,40,1.5,build,desal
5118,baseline.csv,inequality,0.41,high_threshold,2800,40,3.0,baseline,none
5120,baseline.csv,inequality,0.41,high_threshold,2800,40,3.0,improved,none
5123,baseline.csv,inequality,0.41,high_threshold,2800,40,3.0,build,desal
5129,baseline.csv,inequality,0.41,high_threshold,2800,40,4.5,build,desal
5135,baseline.csv,inequality,0.41,high_threshold,5600,20,1.5,build,desal
5136,baseline.csv,inequality,0.41,high_threshold,5600,20,3.0,baseline,none
5138,baseline.csv,inequality,0.41,high_threshold,5600,20,3.0,improved,none
5141,baseline.csv,inequality,0.41,high_threshold,5600,20,3.0,build,desal
5147,baseline.csv,inequality,0.41,high_threshold,5600,20,4.5,build,desal
5153,baseline.csv,inequality,0.41,high_threshold,5600,30,1.5,build,desal
5154,baseline.csv,inequality,0.41,high_threshold,5600,30,3.0,baseline,none
5156,baseline.csv,inequality,0.41,high_threshold,5600,30,3.0,improved,none
5159,baseline.csv,inequality,0.41,high_threshold,5600,30,3.0,build,desal
5165,baseline.csv,inequality,0.41,high_threshold,5600,30,4.5,build,desal
5171,baseline.csv,inequality,0.41,high_threshold,5600,40,1.5,build,desal
5172,baseline.csv,inequality,0.41,high_threshold,5600,40,3.0,baseline,none
5174,baseline.csv,inequality,0.41,high_threshold,5600,40,3.0,improved,none
5177,baseline.csv,inequality,0.41,high_threshold,5600,40,3.0,build,desal
5183,baseline.csv,inequality,0.41,high_threshold,5600,40,4.5,build,desal
5189,baseline.csv,inequality,0.41,income_threshold,1400,20,1.5,build,desal
5190,baseline.csv,inequality,0.41,income_threshold,1400,20,3.0,baseline,none
5192,baseline.csv,inequality,0.41,income_threshold,1400,20,3.0,improved,none
5195,baseline.csv,inequality,0.41,income_threshold,1400,20,3.0,build,desal
5201,baseline.csv,inequality,0.41,income_threshold,1400,20,4.5,build,desal
5207,baseline.csv,inequality,0.41,income_threshold,1400,30,1.5,build,desal
5208,baseline.csv,inequality,0.41,income_threshold,1400,30,3.0,baseline,none
5210,baseline.csv,inequality,0.41,income_threshold,1400,30,3.0,improved,none
5213,baseline.csv,inequality,0.41,income_threshold,1400,30,3.0,build,desal
5219,baseline.csv,inequality,0.41,income_threshold,1400,30,4.5,build,desal
5225,baseline.csv,inequality,0.41,income_threshold,1400,40,1.5,build,desal
